Run,Efficiency,Epack_Wh_kg,L_over_D,Harvest_kW,SiC_Gain,Range_km
1279,0.98,387.175302537266,19.5546923834884,10.2679252767905,1.20016075772026,4773.08515639527
1280,0.952924943058408,557.319400300943,24.0273412560346,11.5455064800657,1,6671.55047577932
1281,0.98,276.342266276174,19.2100729240117,25.7849489092494,1,3461.00051167633
1282,0.856615608351317,594.941449942542,27.8702190821768,21.8984901757037,1,6426.72741640082
1283,0.913626453668057,468.309984112555,22.9456099460164,13.3308596181222,1.0596066708883,5384.79315301798
1284,0.884897366302417,600.900349810808,20.1584501115934,13.02617413431,1,6681.26969352565
1285,0.931013697082551,433.818359046555,18.5995927013623,15.2959244987487,1.17817068357926,5091.35757463137
1286,0.853930726545046,467.740335602159,18.9918158464199,17.5527056771062,1,5037.68944182474
1287,0.880493502702098,455.458805876355,23.4832103789042,12.7864654815897,1,5046.63169086953
1288,0.943713726787592,524.74910451377,18.6166179939718,18.0031047974831,1,6241.13099448081
1289,0.925191673980618,264.436179094972,23.3985492527512,10.789443741841,1.40859626887525,3088.12380052445
1290,0.826027281288264,281.572843543342,20.9954171863388,2.9745819540906,1.22719401161947,2914.70688799243
1291,0.98,346.740172906763,24.2378123755237,13.8213099537654,1.17426043599066,4288.20176937192
1292,0.943572097720624,334.976547292537,26.6216541837398,11.4381430956655,1,3983.30968072481
1293,0.857707619261729,596.101037718397,24.7059950465358,13.7065930792586,1.2529752550076,6426.27377171576
1294,0.909880832257633,371.295067716748,27.551488932639,14.6992422627492,1,4263.05199169162
1295,0.966514460885686,609.331518836217,17.6223196457775,10.8156709464114,1.15008361368835,7392.9570624797
1296,0.925605962095338,376.000011686566,16.3130006254841,13.9431844426364,1.08929877161196,4389.06584101463
1297,0.898636651067122,278.648138000606,24.6598884873651,10.2814731467709,1,3157.76079527687
1298,0.870252679519443,543.068932023746,21.2250596577574,23.9047712006378,1.07715566013948,5969.99948928981
1299,0.98,470.259223841239,21.537839050465,12.7563525167615,1.1424727259963,5798.17916845445
1300,0.98,449.626961274004,17.436715609172,13.954249657753,1,5548.95576960035
1301,0.956712359226938,455.450079191876,20.2138706290136,16.6527174225903,1.13388936498756,5494.47957889066
1302,0.817721400156144,539.885173221516,17.7083740267377,27.3195247458074,1.06276531099456,5585.46502720823
1303,0.909332191989698,373.465362995062,28.1544790274348,10.738456184268,1.03922198762221,4274.34543625848
1304,0.98,629.876432763695,18.214313641266,15.4682340798661,1,7761.46290955007
1305,0.849480748418115,613.294538363696,22.6722590950345,16.7181757340405,1.06167702335896,6554.8790984284
1306,0.98,473.698681396276,15,7.45336955558337,1.07689631334392,5824.7217535978
1307,0.98,357.090315667367,24.3275770223314,15.6073962349272,1.03437497195312,4420.24211185593
